ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
207763,Tamil Nadu,Coimbatore,Locality_25,Independent House,3,1165,81.39,0.07,1993,Furnished,27,9,32,10,9,High,No,Yes,Clubhouse,North,Broker,Under_Construction
29486,Andhra Pradesh,Vishakhapatnam,Locality_397,Independent House,1,2205,122.2,0.06,2008,Semi-furnished,10,1,17,9,8,Low,Yes,Yes,"Gym, Clubhouse, Pool, Playground",East,Broker,Ready_to_Move
228884,Andhra Pradesh,Vishakhapatnam,Locality_56,Apartment,4,3460,27.11,0.01,2001,Semi-furnished,15,19,24,1,3,Medium,No,No,Gym,West,Builder,Under_Construction
33665,Maharashtra,Mumbai,Locality_89,Apartment,3,3069,101.31,0.03,2000,Unfurnished,10,16,25,4,1,High,Yes,No,Clubhouse,South,Builder,Under_Construction
12492,Chhattisgarh,Bilaspur,Locality_13,Villa,3,560,313.08,0.56,2013,Furnished,22,27,12,1,2,Low,No,No,Garden,West,Builder,Under_Construction
237857,Rajasthan,Jodhpur,Locality_23,Villa,4,2110,28.02,0.01,1993,Unfurnished,26,24,32,10,2,Medium,Yes,No,Pool,South,Owner,Ready_to_Move
190936,Haryana,Gurgaon,Locality_336,Apartment,2,2163,82.98,0.04,2012,Unfurnished,27,17,13,2,7,Low,Yes,No,Garden,West,Broker,Under_Construction
176176,Haryana,Faridabad,Locality_457,Apartment,2,1836,271.39,0.15,2007,Furnished,18,3,18,4,10,Low,Yes,Yes,"Playground, Gym",North,Owner,Ready_to_Move
119629,Andhra Pradesh,Vijayawada,Locality_12,Villa,4,3539,367.81,0.1,2002,Semi-furnished,2,11,23,8,5,Medium,Yes,No,"Gym, Pool, Playground",East,Broker,Ready_to_Move
135436,Bihar,Patna,Locality_39,Independent House,1,1380,129.05,0.09,2021,Semi-furnished,27,26,4,2,1,Medium,No,Yes,"Pool, Playground, Garden, Gym, Clubhouse",West,Owner,Ready_to_Move
73805,Rajasthan,Jaipur,Locality_475,Villa,5,4464,256.33,0.06,1992,Unfurnished,24,12,33,8,3,Low,Yes,Yes,"Clubhouse, Gym, Pool, Garden, Playground",North,Owner,Ready_to_Move
148817,Chhattisgarh,Bilaspur,Locality_348,Independent House,5,999,457.03,0.46,2000,Furnished,26,20,25,10,3,Low,Yes,Yes,"Pool, Playground, Gym, Garden",West,Broker,Ready_to_Move
10753,West Bengal,Durgapur,Locality_213,Apartment,1,4152,319.26,0.08,2014,Semi-furnished,2,4,11,2,4,Medium,Yes,No,"Gym, Clubhouse",South,Builder,Ready_to_Move
78694,Punjab,Amritsar,Locality_95,Villa,3,935,376.12,0.4,2014,Semi-furnished,10,9,11,7,10,Medium,No,No,"Playground, Pool",North,Builder,Ready_to_Move
42,Uttarakhand,Haridwar,Locality_202,Independent House,5,2238,58.14,0.03,2010,Unfurnished,22,2,15,5,5,Medium,Yes,No,"Pool, Garden",South,Broker,Under_Construction
152941,Karnataka,Bangalore,Locality_88,Villa,1,4585,33.53,0.01,1995,Unfurnished,24,20,30,8,1,High,No,No,"Garden, Playground, Pool",West,Builder,Under_Construction
185718,Andhra Pradesh,Vishakhapatnam,Locality_2,Independent House,3,3370,18.03,0.01,1994,Unfurnished,15,14,31,7,10,Medium,No,Yes,"Garden, Clubhouse",North,Builder,Under_Construction
206089,Kerala,Trivandrum,Locality_162,Villa,1,3262,44.54,0.01,2013,Furnished,9,13,12,5,5,Low,No,Yes,"Garden, Gym",South,Owner,Under_Construction
28279,Chhattisgarh,Raipur,Locality_320,Apartment,2,3421,405.59,0.12,2003,Unfurnished,30,3,22,7,1,Low,No,No,Pool,East,Builder,Ready_to_Move
163502,Andhra Pradesh,Vishakhapatnam,Locality_67,Independent House,3,3194,362.3,0.11,2001,Furnished,30,23,24,6,7,Medium,No,No,"Playground, Gym, Pool",South,Owner,Ready_to_Move
188715,Kerala,Kochi,Locality_281,Independent House,4,1320,12.66,0.01,2000,Furnished,11,11,25,2,10,Low,No,No,Playground,South,Broker,Under_Construction
128483,Uttarakhand,Haridwar,Locality_218,Villa,4,2193,46.27,0.02,2007,Semi-furnished,20,4,18,4,4,Medium,Yes,No,"Pool, Garden, Gym, Playground",South,Builder,Ready_to_Move
126986,Bihar,Patna,Locality_456,Independent House,4,4201,292.78,0.07,1990,Semi-furnished,16,21,35,10,3,Low,No,Yes,"Garden, Gym",South,Builder,Under_Construction
207824,West Bengal,Kolkata,Locality_421,Villa,4,1046,176.2,0.17,1994,Semi-furnished,27,14,31,2,8,Medium,Yes,No,"Garden, Pool",South,Owner,Under_Construction
122821,Telangana,Warangal,Locality_392,Independent House,4,4327,21.57,0.0,1999,Unfurnished,9,7,26,3,3,Low,Yes,No,"Garden, Clubhouse, Gym, Pool, Playground",South,Owner,Ready_to_Move
169437,Haryana,Gurgaon,Locality_83,Villa,5,4719,92.56,0.02,2021,Semi-furnished,7,26,4,6,6,High,No,Yes,"Playground, Pool, Gym",East,Broker,Under_Construction
74818,Andhra Pradesh,Vishakhapatnam,Locality_53,Villa,1,596,113.69,0.19,1998,Unfurnished,17,29,27,8,8,Medium,Yes,Yes,"Gym, Playground, Pool, Clubhouse",East,Owner,Under_Construction
23460,Uttar Pradesh,Lucknow,Locality_436,Independent House,5,3768,102.93,0.03,2021,Unfurnished,25,13,4,3,1,High,No,No,Gym,North,Broker,Under_Construction
186927,Odisha,Bhubaneswar,Locality_208,Independent House,1,1637,276.52,0.17,2005,Furnished,5,13,20,6,5,High,Yes,No,"Clubhouse, Garden, Gym",West,Broker,Under_Construction
58579,Maharashtra,Pune,Locality_118,Independent House,3,3413,108.87,0.03,2022,Semi-furnished,9,12,3,2,4,High,No,No,Pool,West,Owner,Under_Construction
116268,Punjab,Amritsar,Locality_166,Independent House,3,1932,485.63,0.25,2020,Unfurnished,26,16,5,8,1,Low,Yes,No,"Clubhouse, Garden, Gym, Playground, Pool",West,Broker,Under_Construction
84047,Madhya Pradesh,Bhopal,Locality_317,Apartment,1,3809,463.68,0.12,2005,Unfurnished,5,17,20,10,5,Medium,No,No,"Playground, Pool, Clubhouse",East,Broker,Under_Construction
220229,Maharashtra,Nagpur,Locality_255,Independent House,5,811,132.05,0.16,1995,Furnished,3,1,30,2,4,Medium,Yes,No,"Playground, Garden",West,Owner,Ready_to_Move
77845,Karnataka,Mysore,Locality_69,Villa,2,4935,422.91,0.09,1999,Semi-furnished,13,4,26,7,4,High,No,No,"Clubhouse, Playground",West,Builder,Ready_to_Move
227855,Assam,Guwahati,Locality_360,Independent House,1,1243,94.83,0.08,2018,Furnished,7,1,7,10,10,Low,No,Yes,"Pool, Gym, Playground, Garden, Clubhouse",East,Builder,Ready_to_Move
66825,Karnataka,Bangalore,Locality_479,Independent House,1,2808,347.61,0.12,1993,Semi-furnished,5,8,32,4,7,Medium,Yes,Yes,"Clubhouse, Pool, Playground, Gym",West,Builder,Under_Construction
3492,Delhi,New Delhi,Locality_63,Apartment,4,3957,310.62,0.08,2018,Unfurnished,22,18,7,6,1,Low,Yes,Yes,"Pool, Playground",North,Broker,Ready_to_Move
166674,Telangana,Warangal,Locality_45,Villa,5,2027,362.73,0.18,2016,Unfurnished,19,19,9,7,7,Medium,Yes,No,"Garden, Clubhouse",South,Owner,Under_Construction
93236,Gujarat,Ahmedabad,Locality_60,Villa,2,2999,203.37,0.07,1992,Unfurnished,25,23,33,2,5,Medium,Yes,No,"Pool, Clubhouse, Playground, Gym",South,Broker,Ready_to_Move
231357,Kerala,Kochi,Locality_308,Independent House,2,4876,80.23,0.02,2002,Furnished,26,3,23,1,7,High,No,No,"Garden, Gym, Clubhouse, Pool",North,Owner,Under_Construction
64970,Punjab,Amritsar,Locality_298,Independent House,1,2137,144.01,0.07,1994,Furnished,1,29,31,7,6,Medium,Yes,Yes,"Clubhouse, Gym, Pool, Playground, Garden",North,Owner,Under_Construction
65758,Jharkhand,Ranchi,Locality_182,Independent House,2,2511,158.72,0.06,2002,Semi-furnished,10,8,23,8,3,Low,Yes,Yes,"Playground, Garden, Pool, Gym",East,Builder,Under_Construction
92827,Karnataka,Mangalore,Locality_138,Apartment,1,1640,94.48,0.06,1998,Unfurnished,10,14,27,9,6,Low,No,Yes,"Clubhouse, Playground, Pool, Garden",North,Owner,Ready_to_Move
108405,Chhattisgarh,Raipur,Locality_415,Independent House,5,3115,136.93,0.04,2023,Semi-furnished,0,6,2,8,10,High,No,Yes,"Pool, Clubhouse, Garden, Gym, Playground",West,Broker,Under_Construction
6501,Tamil Nadu,Coimbatore,Locality_228,Villa,1,2326,271.8,0.12,1995,Furnished,17,25,30,9,7,Medium,No,No,"Gym, Playground, Pool",West,Broker,Under_Construction
218947,West Bengal,Kolkata,Locality_168,Independent House,1,2392,444.11,0.19,2020,Unfurnished,2,30,5,2,9,High,Yes,Yes,Garden,South,Builder,Under_Construction
36294,Maharashtra,Pune,Locality_318,Villa,1,3028,28.19,0.01,1993,Furnished,30,20,32,4,8,Low,No,Yes,"Gym, Garden",East,Owner,Under_Construction
64258,Rajasthan,Jaipur,Locality_316,Independent House,4,1231,57.81,0.05,2007,Unfurnished,26,19,18,6,5,Medium,No,Yes,"Garden, Playground, Clubhouse",North,Owner,Ready_to_Move
62463,Karnataka,Mangalore,Locality_92,Independent House,2,1335,120.09,0.09,2004,Furnished,16,29,21,2,4,High,No,Yes,Playground,West,Owner,Under_Construction
210517,Jharkhand,Jamshedpur,Locality_490,Independent House,3,4862,59.66,0.01,2013,Unfurnished,13,16,12,7,3,Medium,Yes,Yes,"Clubhouse, Gym, Pool",North,Broker,Ready_to_Move
103480,Jharkhand,Jamshedpur,Locality_11,Apartment,5,4633,428.14,0.09,1996,Semi-furnished,27,13,29,10,10,High,Yes,Yes,Playground,West,Owner,Ready_to_Move
94843,Chhattisgarh,Bilaspur,Locality_216,Apartment,5,4265,204.41,0.05,2016,Furnished,7,14,9,8,4,Medium,No,No,"Garden, Pool, Gym",North,Builder,Ready_to_Move
16755,Odisha,Bhubaneswar,Locality_174,Independent House,5,3530,480.06,0.14,1999,Furnished,18,17,26,9,8,Low,No,Yes,"Playground, Gym, Garden",South,Builder,Under_Construction
228362,Andhra Pradesh,Vijayawada,Locality_27,Independent House,5,4542,446.03,0.1,1993,Semi-furnished,24,2,32,10,2,High,Yes,No,"Pool, Gym, Clubhouse, Garden",East,Builder,Under_Construction
226199,Rajasthan,Jaipur,Locality_9,Independent House,2,2514,154.36,0.06,2012,Unfurnished,3,21,13,10,5,High,No,No,"Clubhouse, Gym",East,Builder,Ready_to_Move
59009,Haryana,Gurgaon,Locality_12,Independent House,4,901,65.76,0.07,2015,Semi-furnished,20,19,10,3,4,High,Yes,Yes,"Garden, Gym, Pool, Clubhouse",North,Owner,Ready_to_Move
27971,Uttar Pradesh,Lucknow,Locality_437,Apartment,2,3622,174.66,0.05,2010,Furnished,21,15,15,4,10,Medium,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",South,Builder,Ready_to_Move
82725,Delhi,New Delhi,Locality_165,Apartment,3,2389,178.28,0.07,1991,Unfurnished,30,12,34,10,10,Low,Yes,No,"Gym, Pool",North,Owner,Under_Construction
182730,Uttarakhand,Dehradun,Locality_216,Villa,3,1960,13.95,0.01,2009,Unfurnished,0,11,16,5,2,Low,Yes,Yes,"Pool, Garden, Gym, Playground",West,Broker,Under_Construction
41041,Tamil Nadu,Coimbatore,Locality_109,Independent House,1,2657,330.44,0.12,2015,Unfurnished,7,10,10,10,7,Low,Yes,Yes,"Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
60903,Telangana,Hyderabad,Locality_24,Independent House,5,3193,413.2,0.13,2001,Furnished,23,28,24,7,10,Low,Yes,No,"Pool, Clubhouse",West,Builder,Ready_to_Move
201097,Haryana,Gurgaon,Locality_186,Villa,3,904,184.51,0.2,1997,Semi-furnished,28,18,28,3,8,Medium,Yes,Yes,Pool,South,Builder,Ready_to_Move
40390,Madhya Pradesh,Bhopal,Locality_350,Villa,1,4151,369.24,0.09,2021,Furnished,30,10,4,1,1,Low,No,No,Gym,West,Builder,Under_Construction
235666,Punjab,Amritsar,Locality_431,Apartment,2,3301,74.44,0.02,1994,Furnished,7,18,31,10,4,High,Yes,No,"Clubhouse, Playground, Pool, Garden",North,Broker,Under_Construction
172488,Punjab,Amritsar,Locality_449,Independent House,5,4191,424.86,0.1,1998,Furnished,14,27,27,7,3,Low,No,Yes,Clubhouse,North,Owner,Under_Construction
132461,Gujarat,Ahmedabad,Locality_13,Apartment,4,801,66.02,0.08,2001,Semi-furnished,8,17,24,8,9,Low,No,Yes,Clubhouse,South,Broker,Under_Construction
67503,Punjab,Ludhiana,Locality_16,Independent House,4,3413,178.37,0.05,1999,Unfurnished,15,13,26,10,1,Low,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",West,Broker,Under_Construction
163417,Haryana,Faridabad,Locality_134,Apartment,2,2791,319.58,0.11,2002,Furnished,20,4,23,1,3,Low,No,No,"Clubhouse, Gym, Playground, Garden, Pool",South,Builder,Under_Construction
238397,Telangana,Warangal,Locality_396,Apartment,1,4821,18.37,0.0,2017,Unfurnished,4,17,8,5,8,High,No,No,"Playground, Garden, Pool, Gym",East,Builder,Under_Construction
194821,Maharashtra,Nagpur,Locality_333,Independent House,4,1804,369.55,0.2,1996,Semi-furnished,15,25,29,7,5,Medium,Yes,Yes,"Pool, Clubhouse, Gym",West,Owner,Under_Construction
118874,Maharashtra,Mumbai,Locality_339,Independent House,4,4878,358.86,0.07,1992,Furnished,3,23,33,9,1,Low,Yes,Yes,"Pool, Gym, Garden, Clubhouse",North,Builder,Under_Construction
192696,West Bengal,Durgapur,Locality_38,Apartment,2,1399,361.82,0.26,2000,Furnished,30,6,25,2,6,Low,Yes,No,"Garden, Playground, Pool",North,Owner,Under_Construction
113732,Gujarat,Surat,Locality_178,Villa,3,3387,171.78,0.05,1999,Semi-furnished,14,14,26,1,6,Low,No,Yes,"Garden, Playground",West,Broker,Under_Construction
147917,West Bengal,Durgapur,Locality_266,Apartment,2,3882,25.69,0.01,2016,Semi-furnished,28,16,9,8,2,Low,Yes,Yes,Clubhouse,North,Broker,Ready_to_Move
233619,Delhi,Dwarka,Locality_320,Apartment,4,3170,270.77,0.09,2021,Semi-furnished,25,6,4,4,9,Low,No,No,"Pool, Clubhouse, Playground, Gym, Garden",East,Broker,Ready_to_Move
171433,Madhya Pradesh,Indore,Locality_473,Apartment,2,4886,166.75,0.03,2003,Semi-furnished,9,3,22,8,6,Low,No,Yes,"Playground, Gym, Pool",North,Broker,Ready_to_Move
111000,Kerala,Trivandrum,Locality_371,Apartment,3,4700,123.04,0.03,2002,Unfurnished,23,6,23,1,1,Medium,Yes,Yes,"Gym, Playground",South,Broker,Under_Construction
35712,Chhattisgarh,Bilaspur,Locality_36,Villa,1,3399,153.0,0.05,2022,Unfurnished,21,10,3,2,9,High,No,Yes,"Playground, Garden",East,Builder,Ready_to_Move
11236,West Bengal,Durgapur,Locality_145,Villa,3,2562,475.73,0.19,2016,Furnished,25,23,9,9,1,High,No,Yes,"Playground, Clubhouse, Garden, Gym, Pool",South,Builder,Under_Construction
170438,Bihar,Patna,Locality_74,Villa,4,2741,358.9,0.13,2004,Semi-furnished,10,6,21,4,6,Low,No,Yes,"Playground, Pool, Gym, Garden",East,Broker,Ready_to_Move
20948,Haryana,Gurgaon,Locality_349,Villa,2,681,156.49,0.23,2015,Semi-furnished,28,3,10,2,10,High,No,No,"Gym, Pool, Clubhouse",North,Owner,Under_Construction
113274,West Bengal,Durgapur,Locality_228,Apartment,4,4430,75.98,0.02,2007,Unfurnished,8,17,18,1,10,Medium,No,No,"Pool, Playground, Garden",North,Owner,Ready_to_Move
172756,Odisha,Cuttack,Locality_235,Apartment,2,4488,21.67,0.0,2003,Semi-furnished,30,23,22,10,10,High,Yes,Yes,"Gym, Garden, Playground, Pool",North,Owner,Under_Construction
223766,West Bengal,Durgapur,Locality_120,Apartment,3,3045,90.68,0.03,1993,Unfurnished,11,8,32,5,9,Medium,Yes,Yes,"Pool, Garden",South,Broker,Under_Construction
39011,Tamil Nadu,Coimbatore,Locality_447,Villa,3,3374,464.75,0.14,2005,Furnished,2,22,20,10,9,High,No,Yes,"Clubhouse, Playground, Gym",North,Builder,Ready_to_Move
52705,Assam,Silchar,Locality_211,Independent House,4,3427,392.5,0.11,1996,Unfurnished,9,26,29,2,4,Medium,No,Yes,"Garden, Clubhouse, Playground, Gym",North,Builder,Under_Construction
165077,Punjab,Amritsar,Locality_159,Independent House,4,4249,209.21,0.05,1997,Furnished,22,21,28,7,5,Medium,Yes,No,Garden,West,Builder,Under_Construction
146687,West Bengal,Kolkata,Locality_219,Villa,5,1280,32.48,0.03,2010,Semi-furnished,27,21,15,9,8,High,Yes,Yes,"Gym, Playground, Pool, Garden",East,Broker,Ready_to_Move
221610,Jharkhand,Ranchi,Locality_364,Villa,3,3068,258.83,0.08,1997,Unfurnished,13,8,28,10,2,High,Yes,No,"Playground, Clubhouse",South,Broker,Under_Construction
239511,Uttar Pradesh,Noida,Locality_299,Apartment,5,2606,421.0,0.16,2021,Unfurnished,12,16,4,7,2,High,Yes,Yes,"Playground, Garden",West,Builder,Ready_to_Move
117648,Bihar,Gaya,Locality_458,Apartment,2,1861,92.45,0.05,2013,Furnished,15,16,12,9,2,Medium,No,Yes,"Gym, Clubhouse, Garden, Pool",North,Broker,Ready_to_Move
234618,Karnataka,Bangalore,Locality_410,Villa,1,2783,148.64,0.05,2015,Semi-furnished,28,8,10,4,1,Low,Yes,Yes,"Clubhouse, Playground",West,Builder,Ready_to_Move
99001,Jharkhand,Jamshedpur,Locality_446,Independent House,5,2820,368.01,0.13,2004,Semi-furnished,18,2,21,8,10,High,Yes,No,Garden,West,Broker,Under_Construction
239571,Punjab,Ludhiana,Locality_384,Villa,5,3178,11.05,0.0,2002,Furnished,3,29,23,4,2,Low,No,No,"Gym, Playground, Clubhouse",South,Owner,Under_Construction
56245,Gujarat,Ahmedabad,Locality_155,Apartment,2,4460,186.91,0.04,1991,Furnished,5,18,34,10,4,High,Yes,No,Clubhouse,West,Broker,Under_Construction
224980,Andhra Pradesh,Vijayawada,Locality_481,Apartment,4,2936,23.07,0.01,2015,Semi-furnished,12,25,10,6,9,Low,No,Yes,Pool,North,Broker,Under_Construction
59036,Uttarakhand,Dehradun,Locality_484,Independent House,5,880,361.21,0.41,2016,Semi-furnished,13,8,9,10,6,Medium,No,No,Playground,South,Owner,Ready_to_Move
232621,Delhi,Dwarka,Locality_2,Independent House,4,4616,239.29,0.05,2008,Unfurnished,30,20,17,2,8,Medium,No,No,Gym,West,Owner,Ready_to_Move
163733,Punjab,Amritsar,Locality_266,Apartment,3,2245,38.38,0.02,2009,Unfurnished,4,12,16,8,8,Low,Yes,No,"Gym, Garden, Clubhouse, Pool",North,Broker,Ready_to_Move
141389,West Bengal,Kolkata,Locality_221,Apartment,3,3378,85.43,0.03,1992,Semi-furnished,25,16,33,3,10,High,No,Yes,"Gym, Clubhouse, Playground",South,Owner,Under_Construction
31792,Jharkhand,Jamshedpur,Locality_460,Villa,3,2618,243.29,0.09,2002,Semi-furnished,10,10,23,1,6,Medium,No,No,Gym,South,Builder,Ready_to_Move
66586,Chhattisgarh,Raipur,Locality_20,Apartment,5,2365,164.49,0.07,2003,Unfurnished,22,30,22,10,9,High,No,No,"Playground, Clubhouse, Pool",South,Owner,Under_Construction
137828,Odisha,Bhubaneswar,Locality_336,Apartment,2,1205,135.6,0.11,1992,Unfurnished,0,7,33,8,6,Low,Yes,No,"Garden, Pool, Gym, Playground",South,Builder,Under_Construction
182122,Punjab,Ludhiana,Locality_308,Villa,3,930,139.56,0.15,2009,Unfurnished,14,21,16,4,6,Medium,Yes,Yes,"Garden, Gym, Clubhouse, Pool, Playground",East,Builder,Under_Construction
93626,West Bengal,Kolkata,Locality_123,Apartment,3,2311,211.81,0.09,2016,Semi-furnished,22,19,9,5,10,High,No,Yes,"Pool, Playground, Gym",East,Builder,Under_Construction
99322,Gujarat,Surat,Locality_334,Villa,5,710,338.72,0.48,2006,Semi-furnished,6,25,19,1,3,High,Yes,No,"Garden, Gym, Pool, Playground, Clubhouse",South,Broker,Ready_to_Move
241337,Maharashtra,Pune,Locality_436,Apartment,3,1697,197.95,0.12,2022,Unfurnished,11,10,3,9,2,Medium,Yes,Yes,"Playground, Gym",North,Builder,Ready_to_Move
91244,Madhya Pradesh,Indore,Locality_114,Villa,2,3165,348.7,0.11,2010,Unfurnished,19,24,15,4,7,Low,No,No,"Pool, Garden, Clubhouse, Playground, Gym",South,Builder,Under_Construction
92773,Uttarakhand,Dehradun,Locality_390,Independent House,5,624,23.37,0.04,2022,Semi-furnished,13,8,3,4,2,High,No,No,Pool,North,Broker,Ready_to_Move
42269,Maharashtra,Nagpur,Locality_159,Apartment,3,531,254.6,0.48,1992,Unfurnished,21,12,33,6,1,High,No,Yes,Gym,North,Builder,Ready_to_Move
116093,Maharashtra,Pune,Locality_462,Villa,1,1921,240.99,0.13,2010,Furnished,16,13,15,1,8,High,Yes,No,"Pool, Garden, Gym, Clubhouse",South,Owner,Under_Construction
37899,Maharashtra,Nagpur,Locality_54,Villa,1,3835,332.94,0.09,2010,Semi-furnished,6,17,15,10,6,High,No,Yes,"Gym, Clubhouse",East,Owner,Ready_to_Move
239378,Rajasthan,Jodhpur,Locality_140,Villa,4,3202,52.22,0.02,2005,Unfurnished,14,10,20,5,5,Low,No,Yes,"Gym, Garden",West,Owner,Ready_to_Move
114279,Bihar,Gaya,Locality_94,Independent House,4,1093,231.52,0.21,2019,Semi-furnished,28,16,6,5,5,Medium,Yes,No,"Gym, Playground, Pool, Clubhouse, Garden",North,Builder,Under_Construction
219266,Maharashtra,Pune,Locality_395,Apartment,2,3943,486.65,0.12,2015,Unfurnished,18,20,10,4,5,Low,No,Yes,"Garden, Pool, Clubhouse, Playground, Gym",East,Broker,Under_Construction
210539,Telangana,Hyderabad,Locality_11,Apartment,4,587,161.91,0.28,1999,Semi-furnished,15,15,26,3,7,High,No,Yes,"Gym, Playground, Clubhouse, Garden, Pool",West,Builder,Under_Construction
124115,West Bengal,Kolkata,Locality_14,Independent House,2,4693,305.0,0.06,2023,Unfurnished,9,14,2,9,8,Medium,Yes,No,"Garden, Clubhouse, Playground, Pool",North,Broker,Ready_to_Move
111566,Assam,Silchar,Locality_300,Villa,5,2191,330.33,0.15,1995,Furnished,30,24,30,4,9,High,Yes,Yes,"Clubhouse, Pool, Gym, Garden, Playground",East,Builder,Under_Construction
160536,Haryana,Faridabad,Locality_490,Apartment,3,1405,363.95,0.26,2018,Furnished,28,20,7,5,7,High,Yes,No,"Pool, Clubhouse, Playground, Gym, Garden",West,Owner,Under_Construction
229400,Delhi,New Delhi,Locality_366,Villa,4,4612,154.09,0.03,2017,Unfurnished,21,23,8,9,4,Medium,Yes,Yes,"Pool, Clubhouse",South,Broker,Ready_to_Move
40411,Tamil Nadu,Chennai,Locality_81,Villa,4,3866,285.05,0.07,2017,Furnished,0,18,8,2,4,Low,No,No,Clubhouse,West,Broker,Under_Construction
100313,Haryana,Faridabad,Locality_481,Independent House,5,2522,463.65,0.18,2007,Unfurnished,7,13,18,1,6,High,Yes,No,"Playground, Gym, Pool",South,Broker,Ready_to_Move
238140,Tamil Nadu,Coimbatore,Locality_301,Independent House,3,706,376.39,0.53,2007,Furnished,10,9,18,7,4,High,Yes,No,"Garden, Clubhouse, Gym",West,Builder,Under_Construction
130254,Uttar Pradesh,Noida,Locality_239,Villa,5,2698,324.11,0.12,2005,Semi-furnished,13,4,20,9,7,Medium,Yes,No,Gym,West,Broker,Ready_to_Move
150075,Jharkhand,Ranchi,Locality_332,Independent House,3,4553,469.68,0.1,2013,Semi-furnished,10,1,12,6,3,High,Yes,Yes,"Garden, Gym, Playground, Clubhouse",North,Broker,Under_Construction
31236,Andhra Pradesh,Vishakhapatnam,Locality_442,Villa,1,942,83.72,0.09,2005,Semi-furnished,18,30,20,8,3,Low,No,No,"Pool, Playground, Garden, Gym",South,Owner,Under_Construction
86954,Punjab,Amritsar,Locality_427,Villa,4,1477,487.33,0.33,2019,Semi-furnished,29,7,6,7,8,Medium,Yes,Yes,"Playground, Clubhouse, Pool, Gym",West,Owner,Under_Construction
229245,Tamil Nadu,Coimbatore,Locality_499,Villa,2,4695,150.12,0.03,2012,Furnished,30,27,13,2,4,Low,Yes,Yes,"Gym, Playground",South,Builder,Under_Construction
53707,Chhattisgarh,Raipur,Locality_243,Villa,3,572,236.55,0.41,1998,Unfurnished,4,15,27,10,7,Medium,No,No,"Clubhouse, Playground, Pool",East,Broker,Under_Construction
83564,Haryana,Gurgaon,Locality_456,Villa,4,3338,141.01,0.04,2021,Semi-furnished,26,9,4,1,7,High,Yes,No,"Gym, Playground, Garden, Clubhouse, Pool",West,Broker,Ready_to_Move
14912,Tamil Nadu,Coimbatore,Locality_416,Apartment,3,1629,362.14,0.22,2006,Furnished,2,23,19,3,9,High,No,Yes,Pool,East,Builder,Ready_to_Move
